Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX8071513900KS,Intel,Core i9-13900KS,1,131,2586,https://cpu.userbenchmark.com/SpeedTest/2000819/13th-Gen-IntelR-CoreTM-i9-13900KS
CPU,BX8071513900KF,Intel,Core i9-13900KF,2,129,10475,https://cpu.userbenchmark.com/SpeedTest/1946957/13th-Gen-IntelR-CoreTM-i9-13900KF
CPU,BX8071513900K,Intel,Core i9-13900K,3,129,39499,https://cpu.userbenchmark.com/Intel-Core-i9-13900K/Rating/4129
CPU,BX8071513700KF,Intel,Core i7-13700KF,4,126,14800,https://cpu.userbenchmark.com/SpeedTest/1925886/13th-Gen-IntelR-CoreTM-i7-13700KF
CPU,BX8071513700K,Intel,Core i7-13700K,5,126,36030,https://cpu.userbenchmark.com/Intel-Core-i7-13700K/Rating/4137
CPU,BX8071513900F,Intel,Core i9-13900F,6,124,457,https://cpu.userbenchmark.com/SpeedTest/1994287/13th-Gen-IntelR-CoreTM-i9-13900F
CPU,BX8071513900,Intel,Core i9-13900,7,124,571,https://cpu.userbenchmark.com/SpeedTest/1977296/13th-Gen-IntelR-CoreTM-i9-13900
CPU,100-100000908WOF,AMD,Ryzen 9 7950X3D,8,122,525,https://cpu.userbenchmark.com/SpeedTest/2052977/AMD-Ryzen-9-7950X3D-16-Core-Processor
CPU,BX8071513600K,Intel,Core i5-13600K,9,122,23618,https://cpu.userbenchmark.com/Intel-Core-i5-13600K/Rating/4134
CPU,BX8071513600KF,Intel,Core i5-13600KF,10,122,24875,https://cpu.userbenchmark.com/SpeedTest/1950757/13th-Gen-IntelR-CoreTM-i5-13600KF
CPU,BX8071513700,Intel,Core i7-13700,11,121,1393,https://cpu.userbenchmark.com/SpeedTest/1963418/13th-Gen-IntelR-CoreTM-i7-13700
CPU,BX8071513700F,Intel,Core i7-13700F,12,121,2572,https://cpu.userbenchmark.com/SpeedTest/1997481/13th-Gen-IntelR-CoreTM-i7-13700F
CPU,BX8071512900KS,Intel,Core i9-12900KS,13,119,4646,https://cpu.userbenchmark.com/SpeedTest/1821519/12th-Gen-IntelR-CoreTM-i9-12900KS
CPU,100-100000909WOF,AMD,Ryzen 9 7900X3D,14,117,194,https://cpu.userbenchmark.com/SpeedTest/2053257/AMD-Ryzen-9-7900X3D-12-Core-Processor
CPU,100-100000910WOF,AMD,Ryzen 7 7800X3D,15,117,1012,https://cpu.userbenchmark.com/SpeedTest/2081998/AMD-Ryzen-7-7800X3D-8-Core-Processor
CPU,BX8071512900KF,Intel,Core i9-12900KF,16,117,15291,https://cpu.userbenchmark.com/SpeedTest/1685583/12th-Gen-IntelR-CoreTM-i9-12900KF
CPU,,Intel,Core i9-13980HX,17,117,2975,https://cpu.userbenchmark.com/SpeedTest/2030055/13th-Gen-IntelR-CoreTM-i9-13980HX
CPU,BX8071512900K,Intel,Core i9-12900K,18,117,66991,https://cpu.userbenchmark.com/Intel-Core-i9-12900K/Rating/4118
CPU,,Intel,Core i9-13950HX,19,116,398,https://cpu.userbenchmark.com/SpeedTest/2033250/13th-Gen-IntelR-CoreTM-i9-13950HX
CPU,BX8071513600,Intel,Core i5-13600,20,116,99,https://cpu.userbenchmark.com/SpeedTest/2013466/13th-Gen-IntelR-CoreTM-i5-13600
CPU,,Intel,Core i9-13900HX,21,115,3316,https://cpu.userbenchmark.com/SpeedTest/2023039/13th-Gen-IntelR-CoreTM-i9-13900HX
CPU,100-100000514WOF,AMD,Ryzen 9 7950X,22,114,987,https://cpu.userbenchmark.com/AMD-Ryzen-9-7950X/Rating/4133
CPU,BX8071512700K,Intel,Core i7-12700K,23,114,78749,https://cpu.userbenchmark.com/Intel-Core-i7-12700K/Rating/4119
CPU,BX8071512700KF,Intel,Core i7-12700KF,24,114,35715,https://cpu.userbenchmark.com/SpeedTest/1699429/12th-Gen-IntelR-CoreTM-i7-12700KF
CPU,BX8071512900F,Intel,Core i9-12900F,25,113,1540,https://cpu.userbenchmark.com/SpeedTest/1757838/12th-Gen-IntelR-CoreTM-i9-12900F
CPU,100-100000589WOF,AMD,Ryzen 9 7900X,26,113,995,https://cpu.userbenchmark.com/AMD-Ryzen-9-7900X/Rating/4132
CPU,BX8071513500,Intel,Core i5-13500,27,113,2101,https://cpu.userbenchmark.com/Intel-Core-i5-13500/Rating/4147
CPU,100-100000591WOF,AMD,Ryzen 7 7700X,28,112,1382,https://cpu.userbenchmark.com/AMD-Ryzen-7-7700X/Rating/4131
CPU,BX8071512900,Intel,Core i9-12900,29,111,2410,https://cpu.userbenchmark.com/SpeedTest/1668917/12th-Gen-IntelR-CoreTM-i9-12900
CPU,100-100000593WOF,AMD,Ryzen 5 7600X,30,110,1165,https://cpu.userbenchmark.com/AMD-Ryzen-5-7600X/Rating/4130
CPU,BX8071512600K,Intel,Core i5-12600K,31,109,57538,https://cpu.userbenchmark.com/Intel-Core-i5-12600K/Rating/4120
CPU,100-100000590BOX,AMD,Ryzen 9 7900,32,109,159,https://cpu.userbenchmark.com/SpeedTest/2015863/AMD-Ryzen-9-7900-12-Core-Processor
CPU,BX8071512600KF,Intel,Core i5-12600KF,33,109,20380,https://cpu.userbenchmark.com/SpeedTest/1700734/12th-Gen-IntelR-CoreTM-i5-12600KF
CPU,100-100000592BOX,AMD,Ryzen 7 7700,34,109,217,https://cpu.userbenchmark.com/SpeedTest/2016389/AMD-Ryzen-7-7700-8-Core-Processor
CPU,BX8071512700F,Intel,Core i7-12700F,35,109,19845,https://cpu.userbenchmark.com/Intel-Core-i7-12700F/Rating/4124
CPU,BX8071512700,Intel,Core i7-12700,36,108,15021,https://cpu.userbenchmark.com/SpeedTest/1750830/12th-Gen-IntelR-CoreTM-i7-12700
CPU,,Intel,Core i7-13700HX,37,108,1539,https://cpu.userbenchmark.com/SpeedTest/1994585/13th-Gen-IntelR-CoreTM-i7-13700HX
CPU,,Intel,Core i7-12650HX,38,107,1,https://cpu.userbenchmark.com/SpeedTest/1798547/12th-Gen-IntelR-CoreTM-i7-12650HX
CPU,,Intel,Core i9-13900H,39,107,3048,https://cpu.userbenchmark.com/SpeedTest/2035047/13th-Gen-IntelR-CoreTM-i9-13900H
CPU,,Intel,Core i9-12950HX,40,107,578,https://cpu.userbenchmark.com/SpeedTest/1842274/12th-Gen-IntelR-CoreTM-i9-12950HX
CPU,100-000001015BOX,AMD,Ryzen 5 7600,41,106,232,https://cpu.userbenchmark.com/SpeedTest/2016198/AMD-Ryzen-5-7600-6-Core-Processor
CPU,BX8071513400,Intel,Core i5-13400,42,106,680,https://cpu.userbenchmark.com/SpeedTest/1990711/13th-Gen-IntelR-CoreTM-i5-13400
CPU,BX8071513400F,Intel,Core i5-13400F,43,106,3604,https://cpu.userbenchmark.com/Intel-Core-i5-13400F/Rating/4144
CPU,,Intel,Core i9-12900HX,44,105,690,https://cpu.userbenchmark.com/SpeedTest/1832602/12th-Gen-IntelR-CoreTM-i9-12900HX
CPU,,Intel,Core i7-13800H,45,105,154,https://cpu.userbenchmark.com/SpeedTest/2065142/13th-Gen-IntelR-CoreTM-i7-13800H
CPU,,Intel,Core i7-13700H,46,104,2181,https://cpu.userbenchmark.com/SpeedTest/2039665/13th-Gen-IntelR-CoreTM-i7-13700H
CPU,,Intel,Core i7-13650HX,47,104,1003,https://cpu.userbenchmark.com/SpeedTest/2049566/13th-Gen-IntelR-CoreTM-i7-13650HX
CPU,BX8070811900KF,Intel,Core i9-11900KF,48,104,8495,https://cpu.userbenchmark.com/SpeedTest/1515781/11th-Gen-IntelR-CoreTM-i9-11900KF---350GHz
CPU,100-100000651WOF,AMD,Ryzen 7 5800X3D,49,104,15754,https://cpu.userbenchmark.com/SpeedTest/1817839/AMD-Ryzen-7-5800X3D-8-Core-Processor
CPU,BX8070811900K,Intel,Core i9-11900K,50,103,44319,https://cpu.userbenchmark.com/Intel-Core-i9-11900K/Rating/4110
CPU,,Intel,Core i7-13620H,51,103,933,https://cpu.userbenchmark.com/SpeedTest/2049481/13th-Gen-IntelR-CoreTM-i7-13620H
CPU,BX8071512600,Intel,Core i5-12600,52,102,2632,https://cpu.userbenchmark.com/SpeedTest/1751978/12th-Gen-IntelR-CoreTM-i5-12600
CPU,BX8070811700KF,Intel,Core i7-11700KF,53,102,17565,https://cpu.userbenchmark.com/SpeedTest/1514594/11th-Gen-IntelR-CoreTM-i7-11700KF---360GHz
CPU,BX8070811700K,Intel,Core i7-11700K,54,101,65651,https://cpu.userbenchmark.com/Intel-Core-i7-11700K/Rating/4107
CPU,,Intel,Core i5-13500H,55,100,471,https://cpu.userbenchmark.com/SpeedTest/2055743/13th-Gen-IntelR-CoreTM-i5-13500H
CPU,100-100000059WOF,AMD,Ryzen 9 5950X,56,100,36998,https://cpu.userbenchmark.com/AMD-Ryzen-9-5950X/Rating/4086
CPU,,Intel,Core i9-12900HK,57,100,1551,https://cpu.userbenchmark.com/SpeedTest/1763927/12th-Gen-IntelR-CoreTM-i9-12900HK
CPU,BX8070811900F,Intel,Core i9-11900F,58,100,3566,https://cpu.userbenchmark.com/SpeedTest/1492552/11th-Gen-IntelR-CoreTM-i9-11900F---250GHz
CPU,100-100001176WOF,AMD,Ryzen 5 5600X3D,59,99.9,135,https://cpu.userbenchmark.com/SpeedTest/2142471/AMD-Ryzen-5-5600X3D-6-Core-Processor
CPU,BX8070811900,Intel,Core i9-11900,60,99.9,3353,https://cpu.userbenchmark.com/SpeedTest/1515871/11th-Gen-IntelR-CoreTM-i9-11900---250GHz
CPU,BX8070110900K,Intel,Core i9-10900K,61,99.6,107269,https://cpu.userbenchmark.com/Intel-Core-i9-10900K/Rating/4071
CPU,BX8070110900KF,Intel,Core i9-10900KF,62,99.5,21040,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR-CoreTM-i9-10900KF-CPU---370GHz
CPU,,Intel,Core i9-12900H,63,99.5,11614,https://cpu.userbenchmark.com/SpeedTest/1757877/12th-Gen-IntelR-CoreTM-i9-12900H
CPU,BX8070811600K,Intel,Core i5-11600K,64,99.3,43966,https://cpu.userbenchmark.com/Intel-Core-i5-11600K/Rating/4113
CPU,BX8070811600KF,Intel,Core i5-11600KF,65,99.1,9286,https://cpu.userbenchmark.com/SpeedTest/1512279/11th-Gen-IntelR-CoreTM-i5-11600KF---390GHz
CPU,BX8071512500,Intel,Core i5-12500,66,98.9,3045,https://cpu.userbenchmark.com/Intel-Core-i5-12500/Rating/4123
CPU,BX8070110850K,Intel,Core i9-10850K,67,98.9,84873,https://cpu.userbenchmark.com/SpeedTest/1255865/IntelR-CoreTM-i9-10850K-CPU---360GHz
CPU,BX80684I99900KS,Intel,Core i9-9900KS,68,98.8,12840,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz
CPU,100-100000061WOF,AMD,Ryzen 9 5900X,69,98.8,89595,https://cpu.userbenchmark.com/AMD-Ryzen-9-5900X/Rating/4087
CPU,BX8070811700F,Intel,Core i7-11700F,70,98.3,21161,https://cpu.userbenchmark.com/SpeedTest/1522100/11th-Gen-IntelR-CoreTM-i7-11700F---250GHz
CPU,BX8071512400F,Intel,Core i5-12400F,71,98.3,32972,https://cpu.userbenchmark.com/Intel-Core-i5-12400F/Rating/4121
CPU,BX8071512400,Intel,Core i5-12400,72,98.2,12519,https://cpu.userbenchmark.com/Intel-Core-i5-12400/Rating/4122
CPU,BX8070811700,Intel,Core i7-11700,73,98.1,11207,https://cpu.userbenchmark.com/SpeedTest/1450761/11th-Gen-IntelR-CoreTM-i7-11700---250GHz
CPU,100-100000063WOF,AMD,Ryzen 7 5800X,74,98,123561,https://cpu.userbenchmark.com/AMD-Ryzen-7-5800X/Rating/4085
CPU,BX80684I99900K,Intel,Core i9-9900K,75,97.9,354223,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028
CPU,,Intel,Core i7-12800H,76,97.9,1621,https://cpu.userbenchmark.com/SpeedTest/1760724/12th-Gen-IntelR-CoreTM-i7-12800H
CPU,BX80684I99900KF,Intel,Core i9-9900KF,77,97.8,50265,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz
CPU,,Intel,Core i5-13420H,78,97.8,240,https://cpu.userbenchmark.com/SpeedTest/2088006/13th-Gen-IntelR-CoreTM-i5-13420H
CPU,BX80684I79700KF,Intel,Core i7-9700KF,79,97.1,32736,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz
CPU,,AMD,Ryzen 9 5900,80,97.1,822,https://cpu.userbenchmark.com/SpeedTest/1528736/AMD-Ryzen-9-5900-12-Core-Processor
CPU,,Intel,Core i7-12700H,81,97,30595,https://cpu.userbenchmark.com/SpeedTest/1750314/12th-Gen-IntelR-CoreTM-i7-12700H
CPU,BX8070811600,Intel,Core i5-11600,82,97,2296,https://cpu.userbenchmark.com/SpeedTest/1543284/11th-Gen-IntelR-CoreTM-i5-11600---280GHz
CPU,BX80684I79700K,Intel,Core i7-9700K,83,96.9,550833,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030
CPU,BX8070110700K,Intel,Core i7-10700K,84,96.5,198859,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070
CPU,,Intel,Core i7-12650H,85,96.4,9205,https://cpu.userbenchmark.com/SpeedTest/1807229/12th-Gen-IntelR-CoreTM-i7-12650H
CPU,BX8070110700KF,Intel,Core i7-10700KF,86,96.3,37394,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz
CPU,100-100000926WOF,AMD,Ryzen 7 5700X,87,96.3,5626,https://cpu.userbenchmark.com/SpeedTest/1823386/AMD-Ryzen-7-5700X-8-Core-Processor
CPU,BX8070811500,Intel,Core i5-11500,88,96.1,2701,https://cpu.userbenchmark.com/SpeedTest/1496869/11th-Gen-IntelR-CoreTM-i5-11500---270GHz
CPU,BX8071513100,Intel,Core i3-13100,89,96,122,https://cpu.userbenchmark.com/SpeedTest/2011672/13th-Gen-IntelR-CoreTM-i3-13100
CPU,BX8071513100F,Intel,Core i3-13100F,90,96,582,https://cpu.userbenchmark.com/Intel-Core-i3-13100F/Rating/4143
CPU,BX8071512300,Intel,Core i3-12300,91,95.9,25,https://cpu.userbenchmark.com/SpeedTest/1796462/12th-Gen-IntelR-CoreTM-i3-12300
CPU,,AMD,Ryzen 7 5800,92,95.9,1567,https://cpu.userbenchmark.com/SpeedTest/1496609/AMD-Ryzen-7-5800-8-Core-Processor
CPU,100-100000065BOX,AMD,Ryzen 5 5600X,93,95.9,383420,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084
CPU,BX8070110900F,Intel,Core i9-10900F,94,95.4,8499,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz
CPU,,Intel,Core i5-12600H,95,94.9,51,https://cpu.userbenchmark.com/SpeedTest/1847567/12th-Gen-IntelR-CoreTM-i5-12600H
CPU,,Intel,Core i7-1370P,96,94.3,157,https://cpu.userbenchmark.com/SpeedTest/2086746/13th-Gen-IntelR-CoreTM-i7-1370P
CPU,BX8070811400,Intel,Core i5-11400,97,94.2,24459,https://cpu.userbenchmark.com/Intel-Core-i5-11400/Rating/4112
CPU,BX8070811400F,Intel,Core i5-11400F,98,94.2,46609,https://cpu.userbenchmark.com/Intel-Core-i5-11400F/Rating/4111
CPU,BX8071512100,Intel,Core i3-12100,99,94.2,1195,https://cpu.userbenchmark.com/Intel-Core-i3-12100/Rating/4126
CPU,BX8071512100F,Intel,Core i3-12100F,100,94.1,8549,https://cpu.userbenchmark.com/Intel-Core-i3-12100F/Rating/4125
CPU,,Intel,Core i9-10900,101,94,11130,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz
CPU,,Intel,Core i5-12500H,102,94,11588,https://cpu.userbenchmark.com/SpeedTest/1793224/12th-Gen-IntelR-CoreTM-i5-12500H
CPU,BX80684I59600K,Intel,Core i5-9600K,103,93.2,321194,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031
CPU,BX8070110700F,Intel,Core i7-10700F,104,93.2,44448,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz
CPU,BX80684I59600KF,Intel,Core i5-9600KF,105,93.2,65122,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz
CPU,,Intel,Core i9-11980HK,106,93.1,1108,https://cpu.userbenchmark.com/SpeedTest/1569162/11th-Gen-IntelR-CoreTM-i9-11980HK---260GHz
CPU,100-100000927BOX,AMD,Ryzen 5 5600,107,92.7,10083,https://cpu.userbenchmark.com/SpeedTest/1822932/AMD-Ryzen-5-5600-6-Core-Processor
CPU,BX8070110700,Intel,Core i7-10700,108,92.6,71010,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077
CPU,,Intel,Core i7-1360P,109,92.4,560,https://cpu.userbenchmark.com/SpeedTest/2032791/13th-Gen-IntelR-CoreTM-i7-1360P
CPU,BX80684I59600,Intel,Core i5-9600,110,92.3,931,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz
CPU,BX8070110600K,Intel,Core i5-10600K,111,92.2,70951,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072
CPU,,Intel,Core i9-11950H,112,92.1,721,https://cpu.userbenchmark.com/SpeedTest/1554081/11th-Gen-IntelR-CoreTM-i9-11950H---260GHz
CPU,BX80684I79700,Intel,Core i7-9700,113,92,79875,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz
CPU,BX80684I79700F,Intel,Core i7-9700F,114,92,54980,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz
CPU,BX8070110600KF,Intel,Core i5-10600KF,115,91.9,24257,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz
CPU,BX80684I99900,Intel,Core i9-9900,116,91.4,11853,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz
CPU,,AMD,Ryzen 7 4700G,117,90.9,921,https://cpu.userbenchmark.com/SpeedTest/1135003/AMD-Ryzen-7-4700G-8-Core-Processor
CPU,100-100000263BOX,AMD,Ryzen 7 5700G,118,90.9,10673,https://cpu.userbenchmark.com/SpeedTest/1552677/AMD-Ryzen-7-5700G-with-Radeon-Graphics
CPU,BX80684I78086K,Intel,Core i7-8086K,119,90.8,38086,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz
CPU,BX80684I58600K,Intel,Core i5-8600K,120,90.7,264837,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941
CPU,BX8070110600,Intel,Core i5-10600,121,90.2,7605,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069
CPU,,Intel,Core i5-12450H,122,90.1,5710,https://cpu.userbenchmark.com/SpeedTest/1814904/12th-Gen-IntelR-CoreTM-i5-12450H
CPU,,Intel,Core i3-10320,123,89.6,620,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,124,89.3,50170,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057
CPU,BX80684I39350KF,Intel,Core i3-9350KF,125,89.3,1442,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055
CPU,,Intel,Core i9-11900H,126,89.2,4577,https://cpu.userbenchmark.com/SpeedTest/1539880/11th-Gen-IntelR-CoreTM-i9-11900H---250GHz
CPU,,Intel,Core i7-11850H,127,89,2221,https://cpu.userbenchmark.com/SpeedTest/1557007/11th-Gen-IntelR-CoreTM-i7-11850H---250GHz
CPU,,AMD,Ryzen 9 7945HX,128,88.8,55,https://cpu.userbenchmark.com/SpeedTest/2064608/AMD-Ryzen-9-7945HX-with-Radeon-Graphics
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,129,88.7,16922,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor
CPU,BX80684I78700K,Intel,Core i7-8700K,130,88.4,746287,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937
CPU,100-100000252BOX,AMD,Ryzen 5 5600G,131,88.2,15299,https://cpu.userbenchmark.com/SpeedTest/1553183/AMD-Ryzen-5-5600G-with-Radeon-Graphics
CPU,BX80684I58600,Intel,Core i5-8600,132,88.2,18241,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,133,88.1,13898,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor
CPU,,AMD,Ryzen 9 7845HX,134,88,63,https://cpu.userbenchmark.com/SpeedTest/2064997/AMD-Ryzen-9-7845HX-with-Radeon-Graphics
CPU,,Intel,Core i7-11800H,135,88,56029,https://cpu.userbenchmark.com/SpeedTest/1542191/11th-Gen-IntelR-CoreTM-i7-11800H---230GHz
CPU,,Intel,Core i5-1340P,136,87.9,247,https://cpu.userbenchmark.com/SpeedTest/2033578/13th-Gen-IntelR-CoreTM-i5-1340P
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,137,87.9,197342,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044
CPU,BX8070110300,Intel,Core i3-10300,138,87.4,391,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,139,87.2,6609,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor
CPU,BX8069510920X,Intel,Core i9-10920X,140,87.2,3007,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,141,87,141122,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047
CPU,BX80677I77740X,Intel,Core i7-7740X,142,87,5094,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz
CPU,BX80684I78700,Intel,Core i7-8700,143,87,349567,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940
CPU,BX80684I59500,Intel,Core i5-9500,144,87,9059,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz
CPU,,Intel,Core i7-1280P,145,86.9,783,https://cpu.userbenchmark.com/SpeedTest/1817404/12th-Gen-IntelR-CoreTM-i7-1280P
CPU,BX80671I76950X,Intel,Core i7-6950X,146,86.8,6135,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604
CPU,BX80684I59400,Intel,Core i5-9400,147,86.5,22187,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR-CoreTM-i5-9400-CPU---290GHz
CPU,BX80673I99920X,Intel,Core i9-9920X,148,86.4,1009,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz
CPU,100-100000457BOX,AMD,Ryzen 5 5500,149,86.1,7201,https://cpu.userbenchmark.com/SpeedTest/1820844/AMD-Ryzen-5-5500
CPU,100-100000011WOF,AMD,Ryzen TR 3970X,150,86.1,5130,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor
CPU,100-100000071BOX,AMD,Ryzen 7 3700X,151,85.9,635419,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043
CPU,BX80671I76900K,Intel,Core i7-6900K,152,85.9,6755,https://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605
CPU,100-000000163,AMD,Ryzen TR 3990X,153,85.8,1222,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD-Ryzen-Threadripper-3990X-64-Core-Processor
CPU,,AMD,Ryzen 9 7940HS,154,85.7,554,https://cpu.userbenchmark.com/SpeedTest/2069169/AMD-Ryzen-9-7940HS-w-Radeon-780M-Graphics
CPU,BX8069510940X,Intel,Core i9-10940X,155,85.7,1827,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz
CPU,,Intel,Core i9-10900T,156,85.5,163,https://cpu.userbenchmark.com/SpeedTest/1238258/IntelR-CoreTM-i9-10900T-CPU---190GHz
CPU,BX80673I99940X,Intel,Core i9-9940X,157,85.4,1846,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz
CPU,,Intel,Core i5-10600T,158,85.3,113,https://cpu.userbenchmark.com/SpeedTest/1250930/IntelR-CoreTM-i5-10600T-CPU---240GHz
CPU,BX8070110400F,Intel,Core i5-10400F,159,85.2,153026,https://cpu.userbenchmark.com/Intel-Core-i5-10400F/Rating/4079
CPU,,Intel,Core i7-1260P,160,85.2,3252,https://cpu.userbenchmark.com/SpeedTest/1787416/12th-Gen-IntelR-CoreTM-i7-1260P
CPU,,Intel,Core i7-10700T,161,85.2,1608,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR-CoreTM-i7-10700T-CPU---200GHz
CPU,BX8069510900X,Intel,Core i9-10900X,162,85.1,6322,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz
CPU,BX80658i75775C,Intel,Core i7-5775C,163,84.9,2527,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz
CPU,BX80673I99960X,Intel,Core i9-9960X,164,84.9,850,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz
CPU,100-100000281BOX,AMD,Ryzen 5 3600XT,165,84.8,30318,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor
CPU,BX80684I59400F,Intel,Core i5-9400F,166,84.8,299482,https://cpu.userbenchmark.com/Intel-Core-i5-9400F/Rating/4051
CPU,BX8070110400,Intel,Core i5-10400,167,84.5,71804,https://cpu.userbenchmark.com/Intel-Core-i5-10400/Rating/4073
CPU,,Intel,Core i9-10980HK,168,84.4,7777,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR-CoreTM-i9-10980HK-CPU---240GHz
CPU,,AMD,Ryzen 7 7840HS,169,84.2,546,https://cpu.userbenchmark.com/SpeedTest/2112343/AMD-Ryzen-7-7840HS-w-Radeon-780M-Graphics
CPU,BX8070110500,Intel,Core i5-10500,170,84.2,10180,https://cpu.userbenchmark.com/Intel-Core-i5-10500/Rating/4078
CPU,BX8069510980XE,Intel,Core i9-10980XE,171,84.2,4959,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz
CPU,BX80677I57640X,Intel,Core i5-7640X,172,84.1,2123,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz
CPU,100-100000022BOX,AMD,Ryzen 5 3600X,173,84.1,294959,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041
CPU,BX80677I77700K,Intel,Core i7-7700K,174,84,634862,https://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647
CPU,,AMD,Ryzen 7 7745HX,175,83.9,38,https://cpu.userbenchmark.com/SpeedTest/2100010/AMD-Ryzen-7-7745HX-with-Radeon-Graphics
